NORTHERN ADRIATIC SEA (GSA 17) COMMON SOLE 2000-2012 STOCK WTS
1 4                                       
2000 2012
0 5
1
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
	0.024	0.104	0.207	0.304	0.38	0.522
